movie_id,title,release_date,popularity,vote_average,vote_count,has_theatrical_release,providers,director,genres,budget,main_cast,runtime,production_company_count,has_major_studio,is_franchise,release_year,release_month,is_summer_release,is_holiday_release,cast_star_power,director_popularity,vote_density,log_budget,log_votes,gt_peak,gt_auc,gt_decay,yt_views,yt_likes,yt_views_density,yt_likes_density,success_bool
1037644,Battle for Saipan,2022-11-25,6.2417,5.7,72,TRUE,['Amazon Prime Video'],Brandon Slagle,"['War', 'History', 'Action']",0,"['Casper Van Dien', 'Jeff Fahey', 'Louis Mandylor']",94,0,FALSE,FALSE,2022,11,FALSE,TRUE,3.0567,0.4457,18,0,4.290459441,0,0,0,97597,291,24399.25,72.75,FALSE
1041513,Encanto at the Hollywood Bowl,2022-12-28,5.2696,7.1,160,FALSE,['Disney Plus'],Chris Howe,"['Music', 'Documentary']",0,"['Lin-Manuel Miranda', 'Stephanie Beatriz', 'Adassa']",45,5,FALSE,FALSE,2022,12,FALSE,TRUE,2.1132,0.0143,40,0,5.081404365,0,0,0,29616932,180044,7404233,45011,TRUE
425906,The Prototype,2022-02-25,5.9753,4.3,22,FALSE,['Amazon Prime Video'],Marcelo Grion,"['Action', 'Science Fiction', 'Thriller']",980000,"['Victoria De Mare', 'Theresa Tilly', 'Mark Vasconcellos']",95,1,FALSE,FALSE,2022,2,FALSE,FALSE,0.8516,0.072,5.5,13.79530887,3.135494216,0,0,0,40279854,113104,10069963.5,28276,TRUE
895744,Studio 666,2022-02-25,5.0114,5.891,327,TRUE,['Amazon Prime Video'],BJ McDonnell,"['Horror', 'Comedy', 'Music']",0,"['Dave Grohl', 'Taylor Hawkins', 'Nate Mendel']",106,2,FALSE,FALSE,2022,2,FALSE,FALSE,0.5883,0.4087,81.75,0,5.793013608,0,0,0,9418751,75513,2354687.75,18878.25,TRUE
718789,Lightyear,2022-06-17,5.4796,6.891,3678,TRUE,['Disney Plus'],Angus MacLane,"['Animation', 'Science Fiction', 'Family', 'Adventure']",200000000,"['Chris Evans', 'Keke Palmer', 'Peter Sohn']",105,1,FALSE,FALSE,2022,6,TRUE,FALSE,7.2785,0.7828,919.5,19.11382793,8.210396255,100,884,0.12,22088077,443960,5522019.25,110990,TRUE
1018494,Operation Seawolf,2022-10-07,6.6751,5.665,112,FALSE,['Amazon Prime Video'],Steven Luke,"['War', 'Thriller', 'Action', 'Adventure']",15000,"['Dolph Lundgren', 'Aaron Courteau', 'Frank Grillo']",86,1,FALSE,FALSE,2022,10,FALSE,FALSE,5.1077,0.7107,28,9.615872145,4.727387819,0,0,0,1025615,7575,256403.75,1893.75,FALSE
916740,Brazen,2022-01-13,5.8596,4.774,390,FALSE,['Netflix'],Monika Mitchell,"['Thriller', 'Mystery', 'Drama']",0,"['Alyssa Milano', 'Sam Page', 'Malachi Weir']",94,1,FALSE,FALSE,2022,1,FALSE,FALSE,3.9329,0.363,97.5,0,5.96870756,100,466,0.02,2775212,19816,693803,4954,TRUE
717728,Jeepers Creepers: Reborn,2022-09-19,5.1158,5.346,1046,FALSE,['Hulu'],Timo Vuorensola,['Horror'],5000000,"['Sydney Craven', 'Imran Adams', 'Jarreau Benjamin']",88,5,FALSE,FALSE,2022,9,FALSE,FALSE,0.8698,0.6208,261.5,15.42494867,6.953684211,0,0,0,2283299,10254,570824.75,2563.5,TRUE
899082,Harry Potter 20th Anniversary: Return to Hogwarts,2022-01-01,5.1409,7.303,3460,FALSE,['HBO Max'],Joe Pearlman,['Documentary'],0,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson']",103,3,FALSE,FALSE,2022,1,FALSE,FALSE,8.194,0.3646,865,0,8.149312844,100,244,0,32446791,753973,8111697.75,188493.25,TRUE
1026496,Sawed Off,2022-10-11,6.3589,5.7,3,FALSE,['Amazon Prime Video'],Hunter Johnson,['Horror'],0,"['Eva Hamilton', 'Trae Ireland', 'Jody Barton']",83,3,FALSE,FALSE,2022,10,FALSE,FALSE,3.465,0.0521,0.75,0,1.386294361,0,0,0,194831,674,48707.75,168.5,FALSE
777245,Women Talking,2022-12-23,6.127,6.859,667,TRUE,['Amazon Prime Video'],Sarah Polley,['Drama'],20000000,"['Rooney Mara', 'Claire Foy', 'Jessie Buckley']",104,3,FALSE,FALSE,2022,12,FALSE,TRUE,9.4389,1.6634,166.75,16.81124288,6.504288174,0,0,0,10245913,7528,2561478.25,1882,TRUE
962571,Joyland,2023-04-07,5.3585,7.348,148,FALSE,['Amazon Prime Video'],Saim Sadiq,"['Romance', 'Drama']",0,"['Ali Junejo', 'Rasti Farooq', 'Alina Khan']",127,2,FALSE,FALSE,2023,4,FALSE,FALSE,0.6606,0.4165,49.33333333,0,5.003946306,100,1215,0,467191,5126,155730.3333,1708.666667,TRUE
629176,Samaritan,2022-08-25,5.1717,6.676,2128,FALSE,['Amazon Prime Video'],Julius Avery,"['Science Fiction', 'Crime', 'Action']",100000000,"['Javon Walton', 'Sylvester Stallone', 'Dascha Polanco']",102,2,FALSE,TRUE,2022,8,TRUE,FALSE,9.098,0.3807,532,18.42068075,7.663407665,100,708,0.06,14847332,92470,3711833,23117.5,TRUE
626735,Dog,2022-02-18,5.5298,7.304,1698,TRUE,"['Netflix', 'Amazon Prime Video']",Channing Tatum,"['Drama', 'Comedy']",20000000,"['Channing Tatum', 'Aavi Haas', 'Ryder McLaughlin']",101,3,FALSE,FALSE,2022,2,FALSE,FALSE,5.1002,4.9242,424.5,16.81124288,7.437795122,0,0,0,15829417,93119,3957354.25,23279.75,TRUE
774825,The Ice Age Adventures of Buck Wild,2022-01-28,5.5574,6.6,1787,FALSE,['Disney Plus'],John C. Donkin,"['Animation', 'Comedy', 'Family', 'Adventure']",0,"['Simon Pegg', 'Vincent Tong', 'Aaron Harris']",82,2,TRUE,TRUE,2022,1,FALSE,FALSE,4.0117,0.3602,446.75,0,7.488852956,100,595,0.1,195192,1769,48798,442.25,TRUE
961484,Last Seen Alive,2022-06-03,5.6051,6.425,1038,FALSE,['Hulu'],Brian Goodman,"['Action', 'Thriller']",0,"['Gerard Butler', 'Jaimie Alexander', 'Russell Hornsby']",95,4,FALSE,FALSE,2022,6,TRUE,FALSE,7.1427,1.0693,259.5,0,6.946013991,0,0,0,1199048,2488,299762,622,TRUE
684006,Fisherman's Friends: One and All,2022-08-19,5.0977,6.5,28,FALSE,['Amazon Prime Video'],Meg Leonard,"['Comedy', 'Drama', 'Music']",0,"['James Purefoy', 'Dave Johns', 'Sam Swainsbury']",112,3,FALSE,TRUE,2022,8,TRUE,FALSE,2.1799,0.3841,7,0,3.36729583,100,100,0,1942007,675,485501.75,168.75,FALSE
1026121,Ten Tricks,2022-09-27,5.2913,3.833,6,TRUE,['Amazon Prime Video'],Richard Pagano,"['Drama', 'Comedy']",0,"['Lea Thompson', 'Sam Hennings', 'Raymond Cruz']",88,0,FALSE,FALSE,2022,9,FALSE,FALSE,6.7481,0.7316,1.5,0,1.945910149,0,0,0,9456,31,2364,7.75,FALSE
791177,Bones and All,2022-11-18,5.0988,7.028,1536,TRUE,"['Netflix', 'Amazon Prime Video']",Luca Guadagnino,"['Horror', 'Romance', 'Drama']",16000000,"['Taylor Russell', 'Timothée Chalamet', 'Mark Rylance']",131,7,FALSE,FALSE,2022,11,FALSE,TRUE,9.4193,1.2641,384,16.58809934,7.337587744,0,0,0,4686373,38249,1171593.25,9562.25,TRUE
555604,Guillermo del Toro's Pinocchio,2022-11-09,4.7385,8.04,3195,FALSE,['Netflix'],Mark Gustafson,"['Animation', 'Fantasy', 'Adventure', 'Drama']",35000000,"['Ewan McGregor', 'David Bradley', 'Gregory Mann']",117,3,FALSE,FALSE,2022,11,FALSE,TRUE,3.7925,0.3273,798.75,17.37085865,8.069655307,0,0,0,3839443,72077,959860.75,18019.25,TRUE
924341,"Goodbye, Petrushka",2022-06-12,5.2636,5.2,7,FALSE,['Amazon Prime Video'],Nicola Rose,"['Comedy', 'Romance', 'Drama']",0,"['Lizzie Kehoe', 'Thomas Vieljeux', 'Casey Landman']",97,4,FALSE,FALSE,2022,6,TRUE,FALSE,0.095,0.0559,1.75,0,2.079441542,0,0,0,4012,41,1003,10.25,FALSE
696806,The Adam Project,2022-03-11,5.6579,7.006,4721,FALSE,['Netflix'],Shawn Levy,"['Adventure', 'Science Fiction', 'Comedy']",116000000,"['Ryan Reynolds', 'Walker Scobell', 'Mark Ruffalo']",104,3,FALSE,FALSE,2022,3,FALSE,FALSE,7.7104,3.0436,1180.25,18.56910076,8.459987718,100,729,0.07,11238055,98019,2809513.75,24504.75,TRUE
943822,Prizefighter: The Life of Jem Belcher,2022-07-22,4.4525,6.219,201,FALSE,['Amazon Prime Video'],Daniel Graham,"['History', 'Drama']",8000000,"['Matt Hookings', 'Ray Winstone', 'Jodhi May']",106,0,FALSE,FALSE,2022,7,TRUE,FALSE,2.635,0.1781,50.25,15.89495222,5.308267697,0,0,0,68358,239,17089.5,59.75,FALSE
962697,Our Father,2022-05-11,5.635,6.518,197,FALSE,['Netflix'],Lucie Jourdan,"['Documentary', 'Crime']",0,"['Donald Cline', 'Jacoba Ballard', 'Angela Ganote']",97,1,FALSE,FALSE,2022,5,TRUE,FALSE,0.0739,0.1549,49.25,0,5.288267031,0,0,0,3954492,50530,988623,12632.5,FALSE
682507,Where the Crawdads Sing,2022-07-15,5.0477,7.534,2121,TRUE,['Hulu'],Olivia Newman,"['Drama', 'Mystery', 'Romance']",24000000,"['Daisy Edgar-Jones', 'Taylor John Smith', 'Harris Dickinson']",126,3,FALSE,FALSE,2022,7,TRUE,FALSE,3.4236,0.6607,530.25,16.99356443,7.660114319,0,0,0,14109985,69167,3527496.25,17291.75,TRUE
962279,The Walk,2022-06-10,5.6367,5.8,20,FALSE,['Amazon Prime Video'],Daniel Adams,['Drama'],0,"['Justin Chatwin', 'Terrence Howard', 'Lovie Simone']",105,0,FALSE,FALSE,2022,6,TRUE,FALSE,2.6239,0.0362,5,0,3.044522438,0,0,0,5968247,13251,1492061.75,3312.75,TRUE
1102243,Cream of the Crop,2022-10-01,4.5958,7,4,FALSE,['Amazon Prime Video'],Douglas B. Maddox,['Drama'],0,"['Ben Davies', 'Brittany Goodwin', 'Randall Oliver']",116,1,FALSE,FALSE,2022,10,FALSE,FALSE,1.2757,0.0357,1,0,1.609437912,0,0,0,11391,103,2847.75,25.75,FALSE
705861,Hustle,2022-06-03,4.823,7.717,2723,FALSE,['Netflix'],Jeremiah Zagar,"['Drama', 'Comedy']",21000000,"['Adam Sandler', 'Juancho Hernangómez', 'Queen Latifah']",117,3,FALSE,FALSE,2022,6,TRUE,FALSE,4.6176,0.569,680.75,16.86003304,7.909856667,100,941,0.12,15777681,52899,3944420.25,13224.75,TRUE
917990,Tales from the Other Side,2022-06-07,5.2223,4.4,10,FALSE,['Amazon Prime Video'],Pablo Macho Maysonet IV,['Horror'],500000,"['James Duval', 'Vernon Wells', 'Michael Broderick']",88,1,FALSE,FALSE,2022,6,TRUE,FALSE,1.3594,1.2478,2.5,13.12236538,2.397895273,0,0,0,33512,0,8378,0,FALSE
913290,Barbarian,2022-09-09,4.8499,6.844,2998,TRUE,['Hulu'],Zach Cregger,"['Horror', 'Thriller']",4500000,"['Georgina Campbell', 'Justin Long', 'Bill Skarsgård']",103,5,FALSE,FALSE,2022,9,FALSE,FALSE,18.1172,1.4454,749.5,15.31958818,8.006034179,0,0,0,16425382,129290,4106345.5,32322.5,TRUE
890233,The Winter Palace,2022-01-08,5.8502,6.625,24,FALSE,['Amazon Prime Video'],T.W. Peacocke,"['TV Movie', 'Comedy', 'Romance', 'Drama']",0,"['Danica McKellar', 'Neal Bledsoe', 'Jennifer Wigmore']",85,6,FALSE,FALSE,2022,1,FALSE,FALSE,2.1318,0.4054,6,0,3.218875825,0,0,0,6676,15,1669,3.75,FALSE
744276,After Ever Happy,2022-09-07,3.9496,6.773,1337,TRUE,['Netflix'],Castille Landon,"['Romance', 'Drama']",14000000,"['Josephine Langford', 'Hero Fiennes Tiffin', 'Carter Jenkins']",95,5,FALSE,TRUE,2022,9,FALSE,FALSE,3.5678,0.2712,334.25,16.45456796,7.198931241,0,0,0,6748975,68883,1687243.75,17220.75,TRUE
864866,The Road Dance,2022-05-20,4.4051,6.583,42,FALSE,['Amazon Prime Video'],Richie Adams,['Drama'],0,"['Hermione Corfield', 'Morven Christie', 'Mark Gatiss']",116,0,FALSE,FALSE,2022,5,TRUE,FALSE,2.8904,0.1515,10.5,0,3.761200116,0,0,0,705044,5064,176261,1266,FALSE
1024038,A Christmas... Present,2022-11-27,4.3771,5.706,17,FALSE,['Amazon Prime Video'],Lesley Demetriades,"['TV Movie', 'Comedy', 'Family', 'Drama']",0,"['Candace Cameron Bure', 'Marc Blucas', 'Paul Fitzgerald']",85,4,FALSE,FALSE,2022,11,FALSE,TRUE,1.6646,0.1439,4.25,0,2.890371758,0,0,0,25945,211,6486.25,52.75,FALSE
1006540,Bullet Train Down,2022-08-01,5.0621,5.5,65,FALSE,['Amazon Prime Video'],Brian Nowak,['Action'],0,"['Tom Sizemore', 'Rashod Freelove', 'Ryan Youngwoong Kim']",86,2,FALSE,FALSE,2022,8,TRUE,FALSE,1.5345,0.2758,16.25,0,4.189654742,0,0,0,456183,860,114045.75,215,FALSE
846250,Fire Island,2022-06-02,4.8691,7,266,FALSE,['Hulu'],Andrew Ahn,"['Comedy', 'Romance']",10000000,"['Joel Kim Booster', 'Bowen Yang', 'Margaret Cho']",105,2,FALSE,FALSE,2022,6,TRUE,FALSE,1.3307,0.6376,66.5,16.11809575,5.587248658,0,0,0,4700325,5029,1175081.25,1257.25,FALSE
964822,The Drop,2022-06-11,5.0546,4.325,20,FALSE,['Hulu'],Sarah Adina Smith,['Comedy'],0,"['Anna Konkle', 'Jermaine Fowler', 'Aparna Nancherla']",92,4,FALSE,FALSE,2022,6,TRUE,FALSE,1.0561,0.2033,5,0,3.044522438,0,0,0,981882,2773,245470.5,693.25,FALSE
338947,Hellraiser,2022-09-28,4.2761,6.164,949,FALSE,['Hulu'],David Bruckner,"['Horror', 'Thriller']",14000000,"[""Odessa A'zion"", 'Jamie Clayton', 'Adam Faison']",121,2,FALSE,FALSE,2022,9,FALSE,FALSE,4.0973,0.0071,237.25,16.45456796,6.856461985,0,0,0,7250877,93399,1812719.25,23349.75,TRUE
928410,My Best Friend's Wedding Planner,2022-02-03,3.1733,5.5,4,FALSE,['Amazon Prime Video'],Daniel Lusko,['Romance'],0,"['Amanda Righetti', 'Adam Huss', 'Emma Lahana']",94,2,FALSE,FALSE,2022,2,FALSE,FALSE,2.4545,0.2619,1,0,1.609437912,0,0,0,0,227,0,56.75,FALSE
921655,Rescued by Ruby,2022-03-17,4.7553,7.488,347,FALSE,['Netflix'],Katt Shea,"['Family', 'Drama']",0,"['Grant Gustin', 'Scott Wolf', 'Kaylah Zander']",93,1,FALSE,FALSE,2022,3,FALSE,FALSE,2.1787,1.0011,86.75,0,5.85220248,100,853,0.1,1864437,32444,466109.25,8111,TRUE
779782,The School for Good and Evil,2022-10-19,5.0216,7,1336,FALSE,['Netflix'],Paul Feig,"['Fantasy', 'Comedy', 'Adventure']",0,"['Sofia Wylie', 'Sophia Anne Caruso', 'Kerry Washington']",149,3,FALSE,FALSE,2022,10,FALSE,FALSE,3.3345,1.6402,334,0,7.198183577,100,947,0.07,6300376,126603,1575094,31650.75,TRUE
624798,Big Gold Brick,2022-02-25,3.7116,4.9,42,FALSE,['Amazon Prime Video'],Brian Petsos,"['Comedy', 'Drama', 'Fantasy']",0,"['Andy Garcia', 'Emory Cohen', 'Megan Fox']",132,0,FALSE,FALSE,2022,2,FALSE,FALSE,8.3184,0.318,10.5,0,3.761200116,100,404,0,206784,349,51696,87.25,FALSE
763285,Ambulance,2022-04-08,5.187,6.63,2328,TRUE,['Netflix'],Michael Bay,"['Thriller', 'Action', 'Crime']",40000000,"['Jake Gyllenhaal', 'Yahya Abdul-Mateen II', 'Eiza González']",136,5,TRUE,FALSE,2022,4,FALSE,FALSE,8.8143,7.8115,582,17.50439004,7.75319427,100,1204,0.24,27250718,61821,6812679.5,15455.25,TRUE
1069350,Tales from Middleton High,2022-06-07,3.8801,4,1,FALSE,['Amazon Prime Video'],Zach Lorkiewicz,['Horror'],0,"['Sarah J. Bartholomew', 'Lauren Elyse Buckley', 'Avril Dominguez']",70,1,FALSE,FALSE,2022,6,TRUE,FALSE,0.9407,0.0352,0.25,0,0.6931471806,0,0,0,675,17,168.75,4.25,FALSE
961207,Out and About,2022-04-01,4.9287,0,0,FALSE,['Amazon Prime Video'],Peter Callahan,"['Drama', 'Comedy']",0,"['Peter Callahan', 'Maggie Lacey', 'Tom Nelis']",83,2,FALSE,FALSE,2022,4,FALSE,FALSE,0.7178,0.3009,0,0,0,100,2175,0.78,31303359,87410,7825839.75,21852.5,TRUE
762161,Story Game,2022-11-05,5.5347,5.9,8,TRUE,['Amazon Prime Video'],Jason K. Lau,['Thriller'],0,"['Greer Grammer', 'Alberto Rosende', 'Lyrica Okano']",97,1,FALSE,FALSE,2022,11,FALSE,TRUE,1.041,0.1224,2,0,2.197224577,100,1553,0.49,3224,30,806,7.5,TRUE
1007401,Mortal Kombat Legends: Snow Blind,2022-10-09,3.7724,7.814,218,FALSE,['HBO Max'],Rick Morales,"['Animation', 'Action', 'Fantasy']",0,"['Manny Jacinto', 'David Wenham', 'Artt Butler']",82,1,FALSE,TRUE,2022,10,FALSE,FALSE,3.852,0.0168,54.5,0,5.38907173,0,0,0,1892108,49886,473027,12471.5,FALSE
790142,The Royal Treatment,2022-01-20,4.2144,6.7,789,FALSE,['Netflix'],Rick Jacobson,"['Romance', 'Comedy']",0,"['Laura Marano', 'Mena Massoud', 'Chelsie Preston Crayford']",96,2,FALSE,FALSE,2022,1,FALSE,FALSE,1.5942,0.3789,197.25,0,6.672032945,100,751,0.05,7553291,153753,1888322.75,38438.25,TRUE
631947,The Legend of La Llorona,2022-01-07,3.9971,5.8,113,FALSE,['Amazon Prime Video'],Patricia Harris Seeley,"['Horror', 'Thriller']",0,"['Autumn Reeser', 'Antonio Cupo', 'Danny Trejo']",98,1,FALSE,FALSE,2022,1,FALSE,FALSE,3.181,0.062,28.25,0,4.736198448,100,419,0,17635408,114500,4408852,28625,TRUE
1011604,Shark Waters,2022-08-12,4.86,4.4,26,FALSE,['Amazon Prime Video'],Jadon Cal,"['Thriller', 'Horror', 'Action']",0,"['Jim Fitzpatrick', 'Meghan Carrasquillo', 'Mike Rae Anderson']",85,1,FALSE,FALSE,2022,8,TRUE,FALSE,1.1085,0.2652,6.5,0,3.295836866,0,0,0,290499,958,72624.75,239.5,FALSE
934656,Split at the Root,2022-03-13,3.9248,2,1,FALSE,['Netflix'],Linda Goldstein Knowlton,['Documentary'],0,['N/A'],96,0,FALSE,FALSE,2022,3,FALSE,FALSE,0.2205,0.0985,0.25,0,0.6931471806,0,0,0,6358,52,1589.5,13,FALSE
1011679,Shark Side of the Moon,2022-08-12,4.3029,5.065,162,FALSE,['Amazon Prime Video'],Glenn Campbell,"['Action', 'Science Fiction', 'Thriller', 'Horror']",10000,"['Maxi Witrak', 'Ego Mikitas', 'Michael Marcel']",89,1,FALSE,FALSE,2022,8,TRUE,FALSE,0.7378,0.279,40.5,9.210440367,5.093750201,0,0,0,277407,1894,69351.75,473.5,FALSE
939336,The Wonderful Winter of Mickey Mouse,2022-02-18,3.9352,6.6,21,FALSE,['Disney Plus'],Eddie Trigueros,['Animation'],0,"['Chris Diamantopoulos', 'Kaitlyn Robrock', 'Bill Farmer']",25,1,FALSE,TRUE,2022,2,FALSE,FALSE,1.3781,0.258,5.25,0,3.091042453,0,0,0,145015,2264,36253.75,566,FALSE
843621,Something in the Dirt,2022-11-04,4.0537,5.8,120,FALSE,['Hulu'],Justin Benson,"['Comedy', 'Horror', 'Mystery', 'Science Fiction']",0,"['Aaron Moorhead', 'Justin Benson', 'Sarah Adina Smith']",116,2,FALSE,FALSE,2022,11,FALSE,TRUE,0.6201,0.0071,30,0,4.795790546,0,0,0,249274,1395,62318.5,348.75,FALSE
833425,No Exit,2022-02-25,3.8883,6.854,1246,FALSE,['Hulu'],Damien Power,"['Thriller', 'Mystery', 'Drama']",0,"['Havana Rose Liu', 'Danny Ramirez', 'Dennis Haysbert']",96,2,TRUE,FALSE,2022,2,FALSE,FALSE,2.3563,0.4088,311.5,0,7.128495946,100,690,0.07,8954178,57671,2238544.5,14417.75,TRUE
990593,Thor: God of Thunder,2022-07-08,4.0761,6.2,63,FALSE,['Amazon Prime Video'],Noah Luke,"['Action', 'Fantasy']",0,"['Myrom Kingery', 'Vernon Wells', ""Daniel O'Reilly""]",90,2,FALSE,FALSE,2022,7,TRUE,FALSE,1.1483,0.3565,15.75,0,4.158883083,0,0,0,1174765,3978,293691.25,994.5,FALSE
614934,Elvis,2022-06-24,4.8308,7.478,3731,TRUE,['Netflix'],Baz Luhrmann,"['Drama', 'Music', 'History']",85000000,"['Austin Butler', 'Tom Hanks', 'Olivia DeJonge']",159,3,FALSE,FALSE,2022,6,TRUE,FALSE,15.4337,1.1752,932.75,18.25816183,8.224699562,0,0,0,25236365,153461,6309091.25,38365.25,TRUE
1032591,A Brush with Christmas,2022-12-18,3.3249,5.581,68,FALSE,['Amazon Prime Video'],Robin Dunne,"['Romance', 'Comedy', 'Drama', 'TV Movie']",0,"['Jillian Murray', 'Joseph Cannata', 'Jan Skene']",84,2,FALSE,FALSE,2022,12,FALSE,TRUE,1.6396,0.9207,17,0,4.234106505,0,0,0,5201,32,1300.25,8,FALSE
983527,Werewolf Cabal,2022-12-04,5.2412,4,5,FALSE,['Amazon Prime Video'],Chris Shane Sanders,['Horror'],32163,"['Vernon Wells', 'Chris Cordell', 'Derek Nelson']",109,0,FALSE,FALSE,2022,12,FALSE,TRUE,1.1483,0.1777,1.25,10.37860309,1.791759469,0,0,0,17878,90,4469.5,22.5,FALSE
957805,A Merry Single Christmas,2022-12-01,4.3084,6.214,7,FALSE,['Amazon Prime Video'],Lexi Giovagnoli,"['TV Movie', 'Comedy', 'Romance']",0,"['Chelsea Gilson', 'Andrew Rogers', 'Lexi Giovagnoli']",90,2,FALSE,FALSE,2022,12,FALSE,TRUE,1.312,0.6602,1.75,0,2.079441542,0,0,0,55798,269,13949.5,67.25,FALSE
1027950,Hotel Dunsmuir,2022-10-04,4.8815,3.429,7,FALSE,['Amazon Prime Video'],Michael Zaiko Hall,['Horror'],0,"['Jet Jandreau', 'Jose Rosete', 'Amber Gaston']",104,0,FALSE,FALSE,2022,10,FALSE,FALSE,0.957,0.0656,1.75,0,2.079441542,0,0,0,49219,297,12304.75,74.25,FALSE
987919,A Christmas Mystery,2022-11-24,4.3813,6.5,47,FALSE,['HBO Max'],Alex Ranarivelo,"['Family', 'Comedy', 'Drama', 'Mystery']",0,"['Violet McGraw', 'Eddie Cibrian', 'Christoph Sanders']",87,2,FALSE,FALSE,2022,11,FALSE,TRUE,2.6332,0.2555,11.75,0,3.871201011,0,0,0,64600,497,16150,124.25,FALSE
1004663,All the Beauty and the Bloodshed,2022-11-23,3.6429,7.199,153,TRUE,['HBO Max'],Laura Poitras,['Documentary'],0,"['Nan Goldin', 'Marina Berio', 'Noemi Bonazzi']",122,1,FALSE,FALSE,2022,11,FALSE,TRUE,0.5651,0.7586,38.25,0,5.036952602,0,0,0,367899,2852,91974.75,713,FALSE
860854,Bromates,2022-10-07,4.6374,4.79,31,TRUE,"['Amazon Prime Video', 'Hulu']",Court Crandall,['Comedy'],0,"['Josh Brener', 'Lil Rel Howery', 'Brendan Scannell']",97,3,FALSE,FALSE,2022,10,FALSE,FALSE,1.1384,0.2552,7.75,0,3.465735903,0,0,0,165387,362,41346.75,90.5,FALSE
917300,The Surprise Visit,2022-01-14,3.5766,4.5,24,FALSE,['Amazon Prime Video'],Nick Lyon,"['Thriller', 'Crime']",0,"['Rob Riordan', 'Jacqi Vene', 'Didem Erol']",86,1,FALSE,FALSE,2022,1,FALSE,FALSE,1.0762,0.4294,6,0,3.218875825,100,260,0,95172,152,23793,38,FALSE
829280,Enola Holmes 2,2022-11-04,4.6047,7.313,1653,FALSE,['Netflix'],Harry Bradbeer,"['Adventure', 'Mystery', 'Crime']",0,"['Millie Bobby Brown', 'Henry Cavill', 'David Thewlis']",129,2,FALSE,TRUE,2022,11,FALSE,TRUE,15.6006,0.3848,413.25,0,7.410951876,0,0,0,7313903,214828,1828475.75,53707,TRUE
825672,Asking For It,2022-03-04,3.8503,4.9,29,FALSE,['Amazon Prime Video'],Eamon O'Rourke,"['Action', 'Thriller', 'Drama']",0,"['Kiersey Clemons', 'Alexandra Shipp', 'Vanessa Hudgens']",97,7,FALSE,FALSE,2022,3,FALSE,FALSE,6.8867,0.5152,7.25,0,3.401197382,0,0,0,764160,927,191040,231.75,FALSE
744594,White Noise,2022-11-25,4.4214,5.567,766,FALSE,['Netflix'],Noah Baumbach,"['Comedy', 'Drama']",100000000,"['Adam Driver', 'Greta Gerwig', 'Don Cheadle']",136,3,FALSE,FALSE,2022,11,FALSE,TRUE,3.0463,1.3431,191.5,18.42068075,6.642486801,0,0,0,3234777,21771,808694.25,5442.75,TRUE
739993,Metal Lords,2022-04-08,4.7821,6.883,722,FALSE,['Netflix'],Peter Sollett,"['Comedy', 'Drama', 'Music']",0,"['Jaeden Martell', 'Adrian Greensmith', 'Isis Hainsworth']",97,1,FALSE,FALSE,2022,4,FALSE,FALSE,3.3586,0.6914,180.5,0,6.583409222,0,0,0,1471757,24565,367939.25,6141.25,TRUE
992090,Jurassic Domination,2022-07-01,4.2985,5.6,42,TRUE,['Amazon Prime Video'],Brian Nowak,"['Action', 'Science Fiction', 'Adventure', 'Horror']",0,"['Jamie Bernadette', 'DeAngelo Davis', 'Kahlo De Jesus Buffington']",90,1,FALSE,FALSE,2022,7,TRUE,FALSE,0.6499,0.2758,10.5,0,3.761200116,0,0,0,255103,1241,63775.75,310.25,FALSE
995810,Bridge of the Doomed,2022-04-30,3.7197,4.8,18,FALSE,['Amazon Prime Video'],Michael Su,"['Horror', 'Action']",0,"['Michael Paré', 'Robert LaSardo', 'Sarah French']",82,1,FALSE,FALSE,2022,4,FALSE,FALSE,2.4424,0.9873,4.5,0,2.944438979,0,0,0,5325,42,1331.25,10.5,FALSE
1046783,Killing Me Softly with His Songs,2022-11-10,3.8063,5,1,FALSE,['Amazon Prime Video'],Danny Gold,['Documentary'],0,"['Jason Alexander', 'Alain Boublil', 'Common']",103,1,FALSE,FALSE,2022,11,FALSE,TRUE,2.0349,0.1041,0.25,0,0.6931471806,0,0,0,2660539,4500,665134.75,1125,FALSE
1005835,That's Amor,2022-08-25,4.9437,5.076,118,FALSE,['Netflix'],Shaun Paul Piccinino,"['Romance', 'Comedy']",0,"['Riley Dandy', 'Isaac Gonzalez Rossi', 'Daniel Edward Mora']",96,1,FALSE,FALSE,2022,8,TRUE,FALSE,0.7235,0.0071,29.5,0,4.779123493,100,735,0,11630,382,2907.5,95.5,TRUE
928015,Dracula: The Original Living Vampire,2022-01-28,3.8985,5.1,111,FALSE,['Amazon Prime Video'],Maximilian Elfeldt,"['Horror', 'Fantasy', 'Thriller']",0,"['Michael Ironside', 'Jake Herbert', 'Christine Prouty']",86,2,FALSE,FALSE,2022,1,FALSE,FALSE,1.9663,0.2153,27.75,0,4.718498871,100,145,0,431010,1066,107752.5,266.5,FALSE
963660,The Wonderful Spring of Mickey Mouse,2022-03-25,4.2833,7.5,16,FALSE,['Disney Plus'],William Reiss,"['Animation', 'Comedy', 'Adventure']",0,"['Chris Diamantopoulos', 'Kaitlyn Robrock', 'Bill Farmer']",23,1,FALSE,TRUE,2022,3,FALSE,FALSE,1.3781,0.3204,4,0,2.833213344,100,100,0,8230,0,2057.5,0,FALSE
